"journal_id","account_id","group_id","amount","type","createdAt","updatedAt"
60,193,178,1162.5,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
60,186,169,69.75,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
60,187,169,69.75,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
61,227,167,586.8016,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
61,193,178,523.93,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
61,186,169,31.4358,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
61,187,169,31.4358,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
62,227,167,762.221,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
62,193,178,645.95,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
62,186,169,58.1355,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
62,187,169,58.1355,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
63,208,167,1468.9696,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
63,193,178,1311.58,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
63,186,169,78.6948,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
63,187,169,78.6948,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
64,208,167,850.7918,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
64,193,178,721.01,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
64,186,169,64.8909,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
64,187,169,64.8909,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
65,228,167,1502.4464,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
65,193,178,1341.47,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
65,186,169,80.48819999999999,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
65,187,169,80.48819999999999,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
66,202,167,785.001,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
66,193,178,747.62,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
66,187,169,18.6905,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
66,186,169,18.6905,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
67,202,167,819.8176000000001,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
67,193,178,731.98,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
67,186,169,43.918800000000005,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
67,187,169,43.918800000000005,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
68,202,167,3005.3892,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
68,193,178,2546.94,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
68,186,169,229.22459999999998,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
68,187,169,229.22459999999998,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
69,229,167,11492.940400000001,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
69,193,178,9739.78,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
69,186,169,876.5802,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
69,187,169,876.5802,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
70,230,167,559.9965000000001,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
70,193,178,533.33,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
70,187,169,13.33325,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
70,186,169,13.33325,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
71,204,167,600.0015,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
71,193,178,571.43,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
71,187,169,14.285749999999998,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
71,186,169,14.285749999999998,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
72,231,167,3360,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
72,193,178,3200,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
72,187,169,80,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
72,186,169,80,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
73,232,167,11069.7334,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
73,193,178,9381.13,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
73,186,169,844.3017,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
73,187,169,844.3017,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
74,233,167,1680,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
74,193,178,1600,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
74,187,169,40,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
74,186,169,40,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
75,234,167,5761.232,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
75,193,178,4882.4,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
75,186,169,439.416,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
75,187,169,439.416,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
76,235,167,3360,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
76,193,178,3200,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
76,187,169,80,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
76,186,169,80,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
77,236,167,867.496,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
77,193,178,774.55,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
77,186,169,46.47299999999999,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
77,187,169,46.47299999999999,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
78,236,167,666.9478,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
78,193,178,565.21,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
78,186,169,50.868900000000004,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
78,187,169,50.868900000000004,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
79,237,167,4204.8474,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
79,193,178,3563.43,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
79,186,169,320.70869999999996,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
79,187,169,320.70869999999996,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
80,238,167,1589.0352,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
80,193,178,1346.64,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
80,186,169,121.19760000000001,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
80,187,169,121.19760000000001,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
324,230,167,13020,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
324,193,178,13020,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
82,239,167,1460,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
82,193,178,1460,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
81,239,167,2739.996,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
81,193,178,2609.52,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
81,187,169,65.238,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
81,186,169,65.238,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
83,239,167,8791.384,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
83,193,178,7849.45,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
83,186,169,470.967,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
83,187,169,470.967,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
84,197,167,8833.0788,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
84,193,178,7485.66,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
84,186,169,673.7094000000001,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
84,187,169,673.7094000000001,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
85,240,167,2912.9716,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
85,193,178,2468.62,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
85,186,169,222.17579999999998,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
85,187,169,222.17579999999998,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
86,240,167,3450,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
86,193,178,3450,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
87,241,167,943.4572,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
87,193,178,799.54,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
87,186,169,71.95859999999999,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
87,187,169,71.95859999999999,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
88,242,167,3510,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
88,193,178,3510,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
89,242,167,1125.0015,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
89,193,178,1071.43,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
89,187,169,26.785750000000004,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
89,186,169,26.785750000000004,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
90,202,167,716.8035,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
90,193,178,682.67,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
90,187,169,17.06675,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
90,186,169,17.06675,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
91,209,167,55350.0045,false,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
91,193,178,52714.29,true,"2025-03-01T08:50:38.805Z","2025-03-01T08:50:38.805Z"
