"entry_id","field_id","field_value","createdAt","updatedAt"
696,68,"41.42850000000001","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
696,69,"41.42850000000001","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
696,74,"532","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
716,68,"23.8095","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
716,69,"23.8095","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
716,74,"550","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
826,74,"635","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
828,84,"100.90710000000001","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
828,85,"100.90710000000001","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
828,74,"635","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
24,68,"28.85725","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
24,69,"28.85725","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
24,74,"217","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
25,68,"16.66675","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
25,69,"16.66675","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
25,74,"218","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
26,82,"131.14260000000002","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
26,83,"131.14260000000002","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
26,74,"","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
27,84,"221.26049999999998","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
27,85,"221.26049999999998","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
27,74,"219","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
28,84,"311.2047","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
28,85,"311.2047","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
28,74,"220","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
29,84,"270.00899999999996","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
29,85,"270.00899999999996","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
29,74,"221","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
30,84,"256.8708","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
30,85,"256.8708","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
30,74,"222","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
31,84,"525.1428","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
31,85,"525.1428","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
31,74,"223","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
32,82,"81.1284","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
32,83,"81.1284","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
32,74,"224","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
33,84,"197.2089","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
33,85,"197.2089","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
33,74,"224","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
34,84,"177.2559","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
34,85,"177.2559","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
34,74,"225","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
35,84,"718.9766999999999","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
35,85,"718.9766999999999","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
35,74,"226","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
36,84,"657.6605999999999","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
36,85,"657.6605999999999","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
36,74,"227","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
37,68,"15","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
37,69,"15","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
37,74,"228","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
38,84,"33.498","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
38,85,"33.498","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
38,74,"229","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
39,84,"93.7269","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
39,85,"93.7269","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
39,74,"230","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
40,84,"73.2573","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
40,85,"73.2573","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
40,74,"231","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
42,82,"172.21739999999997","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
42,83,"172.21739999999997","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
42,74,"233","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
43,82,"11.1534","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
43,83,"11.1534","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
43,74,"234","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
44,84,"45.4428","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
44,85,"45.4428","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
44,74,"234","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
45,84,"229.8204","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
45,85,"229.8204","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
45,74,"235","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
46,84,"62.466300000000004","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
46,85,"62.466300000000004","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
46,74,"236","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
47,82,"65.06099999999999","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
47,83,"65.06099999999999","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
47,74,"237","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
48,84,"64.44900000000001","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
48,85,"64.44900000000001","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
48,74,"237","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
49,84,"95.40809999999999","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
49,85,"95.40809999999999","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
49,74,"238","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
50,68,"4.4285","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
50,69,"4.4285","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
50,74,"239","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
51,82,"39.597","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
51,83,"39.597","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
51,74,"239","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
52,84,"73.2573","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
52,85,"73.2573","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
52,74,"239","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
53,84,"70.5033","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
53,85,"70.5033","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
53,74,"240","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
55,82,"87.0378","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
55,83,"87.0378","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
55,74,"241","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
56,84,"631.3698","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
56,85,"631.3698","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
56,74,"241","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
57,84,"228.4479","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
57,85,"228.4479","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
57,74,"242","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
58,84,"173.898","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
58,85,"173.898","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
58,74,"243","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
59,84,"43.197300000000006","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
59,85,"43.197300000000006","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
59,74,"244","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
60,82,"69.75","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
60,83,"69.75","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
60,74,"245","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
61,82,"31.4358","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
61,83,"31.4358","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
61,74,"246","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
62,84,"58.1355","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
62,85,"58.1355","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
62,74,"246","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
63,82,"78.6948","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
63,83,"78.6948","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
63,74,"247","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
64,84,"64.8909","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
64,85,"64.8909","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
64,74,"247","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
65,82,"80.48819999999999","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
65,83,"80.48819999999999","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
65,74,"248","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
66,68,"18.6905","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
66,69,"18.6905","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
66,74,"249","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
67,82,"43.918800000000005","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
67,83,"43.918800000000005","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
67,74,"249","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
68,84,"229.22459999999998","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
68,85,"229.22459999999998","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
68,74,"249","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
69,84,"876.5802","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
69,85,"876.5802","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
69,74,"250","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
70,68,"13.33325","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
70,69,"13.33325","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
70,74,"251","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
71,68,"14.285749999999998","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
71,69,"14.285749999999998","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
71,74,"252","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
72,68,"80","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
72,69,"80","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
72,74,"253","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
73,84,"844.3017","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
73,85,"844.3017","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
73,74,"254","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
74,68,"40","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
74,69,"40","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
74,74,"255","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
75,84,"439.416","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
75,85,"439.416","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
75,74,"256","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
76,68,"80","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
76,69,"80","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
76,74,"257","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
77,82,"46.47299999999999","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
77,83,"46.47299999999999","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
77,74,"258","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
78,84,"50.868900000000004","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
78,85,"50.868900000000004","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
78,74,"258","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
79,84,"320.70869999999996","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
79,85,"320.70869999999996","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
79,74,"259","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
80,84,"121.19760000000001","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
80,85,"121.19760000000001","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
80,74,"260","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
82,74,"261","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
81,68,"65.238","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
81,69,"65.238","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
81,74,"0261","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
83,82,"470.967","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
83,83,"470.967","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
83,74,"261","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
84,84,"673.7094000000001","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
84,85,"673.7094000000001","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
84,74,"262","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
85,84,"222.17579999999998","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
85,85,"222.17579999999998","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
85,74,"263","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
86,74,"264","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
87,84,"71.95859999999999","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
87,85,"71.95859999999999","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
87,74,"265","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
88,74,"266","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
89,68,"26.785750000000004","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
89,69,"26.785750000000004","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
89,74,"266","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
90,68,"17.06675","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
90,69,"17.06675","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
90,74,"267","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
91,68,"1317.85725","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
91,69,"1317.85725","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
91,74,"268","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
92,74,"269","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
93,82,"116.1846","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
93,83,"116.1846","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
93,74,"270","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
94,84,"347.8311","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
94,85,"347.8311","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
94,74,"271","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
95,84,"178.12709999999998","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
95,85,"178.12709999999998","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
95,74,"272","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
96,74,"273","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
97,84,"250.2081","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
97,85,"250.2081","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
97,74,"274","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
98,84,"531.3285","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
98,85,"531.3285","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
98,74,"275","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
99,68,"40","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
99,69,"40","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
99,74,"276","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
100,74,"277","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
101,84,"185.32350000000002","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
101,85,"185.32350000000002","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
101,74,"277","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
102,82,"320.4996","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
102,83,"320.4996","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
102,74,"278","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
103,84,"246.08880000000002","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
103,85,"246.08880000000002","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
103,74,"279","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
104,68,"13.8095","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
104,69,"13.8095","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
104,74,"280","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
105,84,"178.4745","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
105,85,"178.4745","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
105,74,"281","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
106,68,"92.85725000000001","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
106,69,"92.85725000000001","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
106,74,"282","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
107,74,"283","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
108,84,"133.6113","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
108,85,"133.6113","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
108,74,"284","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
109,68,"80","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
109,69,"80","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
109,74,"285","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
110,84,"215.69850000000002","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
110,85,"215.69850000000002","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
110,74,"286","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
111,84,"471.1563","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
111,85,"471.1563","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
111,74,"287","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
112,82,"466.7724","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
112,83,"466.7724","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
112,74,"288","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
113,84,"179.7372","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
113,85,"179.7372","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
113,74,"289","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
114,82,"71.95739999999999","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
114,83,"71.95739999999999","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
114,74,"290","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
115,82,"237.58079999999998","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
115,83,"237.58079999999998","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
115,74,"291","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
116,84,"41.5287","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
116,85,"41.5287","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
116,74,"292","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
117,82,"360.63239999999996","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
117,83,"360.63239999999996","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
117,74,"293","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
118,84,"450.05760000000004","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
118,85,"450.05760000000004","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
118,74,"293","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
119,84,"173.8071","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
119,85,"173.8071","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
119,74,"294","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
120,74,"295","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
121,82,"317.3118","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
121,83,"317.3118","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
121,74,"295","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
122,82,"177.2004","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
122,83,"177.2004","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
122,74,"296","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
123,84,"398.5776","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
123,85,"398.5776","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
123,74,"296","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
124,74,"297","2025-03-01T08:22:14.181Z","2025-03-01T08:22:14.181Z"
